Object Name, Position x, Position y, Position z, Rotation x, Rotation y, Rotation z
mug1,-0.4701998,0.7843302,0.435,1.455191E-11,1.455191E-11,-1.421085E-14
mug1,-0.4702001,0.7768824,0.4350003,-3.90306E-07,-3.90306E-07,3.468249E-06
mug1,-0.4702029,0.7705095,0.4349979,-2.875002E-06,-2.875002E-06,4.170736E-05
mug1,-0.4702016,0.7697797,0.4349982,-1.584122E-06,-1.584122E-06,2.108822E-05
mug1,-0.4702011,0.7697179,0.4349996,8.399215E-07,8.399215E-07,-2.680597E-06
mug1,-0.4702018,0.7697113,0.4349994,-2.130541E-08,-2.130541E-08,1.3332E-08
mug1,-0.4702018,0.7697108,0.434999,-4.393147E-07,-4.393147E-07,3.289829E-06
mug1,-0.4702017,0.7697106,0.434999,1.182933E-08,1.182933E-08,1.569524E-06
mug1,-0.4702017,0.7697105,0.434999,1.648924E-07,1.648924E-07,6.275877E-07
mug1,-0.4702017,0.7697106,0.434999,-6.390427E-08,-6.390427E-08,1.187855E-06
mug1,-0.4702017,0.7697107,0.434999,-3.036931E-07,-3.036931E-07,1.506116E-06
mug1,-0.4702017,0.7697107,0.434999,-2.467825E-07,-2.467825E-07,1.504504E-06
mug1,-0.4702017,0.7697106,0.434999,-8.871367E-08,-8.871367E-08,1.344088E-06
mug1,-0.4702018,0.7697106,0.434999,-3.727318E-08,-3.727318E-08,1.367768E-06
mug1,-0.4702017,0.7697105,0.434999,-2.521556E-07,-2.521556E-07,1.403034E-06
mug1,-0.4702017,0.7697105,0.434999,-2.521556E-07,-2.521556E-07,1.403034E-06
mug1,-0.4702017,0.7697105,0.434999,-2.521556E-07,-2.521556E-07,1.403034E-06
mug1,-0.4702017,0.7697105,0.434999,-2.521556E-07,-2.521556E-07,1.403034E-06
mug1,-0.4702017,0.7697105,0.434999,-2.521556E-07,-2.521556E-07,1.403034E-06
mug1,-0.4702017,0.7697105,0.434999,-2.521556E-07,-2.521556E-07,1.403034E-06
mug1,-0.4702017,0.7697105,0.434999,-2.521556E-07,-2.521556E-07,1.403034E-06
mug1,-0.4702017,0.7697105,0.434999,-2.521556E-07,-2.521556E-07,1.403034E-06
mug1,-0.4702017,0.7697105,0.434999,-2.521556E-07,-2.521556E-07,1.403034E-06
mug1,-0.4702017,0.7697105,0.434999,-2.521556E-07,-2.521556E-07,1.403034E-06
mug1,-0.4702017,0.7697105,0.434999,-2.521556E-07,-2.521556E-07,1.403034E-06
mug1,-0.4702017,0.7697105,0.434999,-2.521556E-07,-2.521556E-07,1.403034E-06
mug1,-0.4702017,0.7697105,0.434999,-2.521556E-07,-2.521556E-07,1.403034E-06
mug1,-0.4702017,0.7697105,0.434999,-2.521556E-07,-2.521556E-07,1.403034E-06
mug1,-0.4702017,0.7697105,0.434999,-2.521556E-07,-2.521556E-07,1.403034E-06
mug1,-0.4702017,0.7697105,0.434999,-2.521556E-07,-2.521556E-07,1.403034E-06
mug1,-0.4702017,0.7697105,0.434999,-2.521556E-07,-2.521556E-07,1.403034E-06
mug1,-0.4702017,0.7697105,0.434999,-2.521556E-07,-2.521556E-07,1.403034E-06
mug1,-0.4702017,0.7697105,0.434999,-2.521556E-07,-2.521556E-07,1.403034E-06
mug1,-0.4702017,0.7697105,0.434999,-2.521556E-07,-2.521556E-07,1.403034E-06
mug1,-0.4702017,0.7697105,0.434999,-2.521556E-07,-2.521556E-07,1.403034E-06
mug1,-0.4702017,0.7697105,0.434999,-2.521556E-07,-2.521556E-07,1.403034E-06
mug1,-0.4702017,0.7697105,0.434999,-2.521556E-07,-2.521556E-07,1.403034E-06
mug1,-0.4702017,0.7697105,0.434999,-2.521556E-07,-2.521556E-07,1.403034E-06
mug1,-0.4702017,0.7697105,0.434999,-2.521556E-07,-2.521556E-07,1.403034E-06
mug1,-0.4702017,0.7697105,0.434999,-2.521556E-07,-2.521556E-07,1.403034E-06
mug1,-0.4702017,0.7697105,0.434999,-2.521556E-07,-2.521556E-07,1.403034E-06
mug1,-0.4702017,0.7697105,0.434999,-2.521556E-07,-2.521556E-07,1.403034E-06
mug1,-0.4702017,0.7697105,0.434999,-2.521556E-07,-2.521556E-07,1.403034E-06
mug1,-0.4702017,0.7697105,0.434999,-2.521556E-07,-2.521556E-07,1.403034E-06
mug1,-0.4702017,0.7697105,0.434999,-2.521556E-07,-2.521556E-07,1.403034E-06
mug1,-0.4702017,0.7697105,0.434999,-2.521556E-07,-2.521556E-07,1.403034E-06
mug1,-0.4702017,0.7697105,0.434999,-2.521556E-07,-2.521556E-07,1.403034E-06
mug1,-0.4702017,0.7697105,0.434999,-2.521556E-07,-2.521556E-07,1.403034E-06
mug1,-0.4702017,0.7697105,0.434999,-2.521556E-07,-2.521556E-07,1.403034E-06
mug1,-0.4702017,0.7697105,0.434999,-2.521556E-07,-2.521556E-07,1.403034E-06
mug1,-0.4702017,0.7697105,0.434999,-2.521556E-07,-2.521556E-07,1.403034E-06
mug1,-0.4702017,0.7697105,0.434999,-2.521556E-07,-2.521556E-07,1.403034E-06
mug1,-0.4702017,0.7697105,0.434999,-2.521556E-07,-2.521556E-07,1.403034E-06
mug1,-0.4702017,0.7697105,0.434999,-2.521556E-07,-2.521556E-07,1.403034E-06
mug1,-0.4702017,0.7697105,0.434999,-2.521556E-07,-2.521556E-07,1.403034E-06
mug1,-0.4702017,0.7697105,0.434999,-2.521556E-07,-2.521556E-07,1.403034E-06
mug1,-0.4702017,0.7697105,0.434999,-2.521556E-07,-2.521556E-07,1.403034E-06
mug1,-0.4702017,0.7697105,0.434999,-2.521556E-07,-2.521556E-07,1.403034E-06
mug1,-0.4702017,0.7697105,0.434999,-2.521556E-07,-2.521556E-07,1.403034E-06
mug1,-0.4702017,0.7697105,0.434999,-2.521556E-07,-2.521556E-07,1.403034E-06
mug1,-0.4702017,0.7697105,0.434999,-2.521556E-07,-2.521556E-07,1.403034E-06
mug1,-0.4702017,0.7697105,0.434999,-2.521556E-07,-2.521556E-07,1.403034E-06
mug1,-0.4702017,0.7697105,0.434999,-2.521556E-07,-2.521556E-07,1.403034E-06
mug1,-0.4702017,0.7697105,0.434999,-2.521556E-07,-2.521556E-07,1.403034E-06
mug1,-0.4702017,0.7697105,0.434999,-2.521556E-07,-2.521556E-07,1.403034E-06
mug1,-0.4702017,0.7697105,0.434999,-2.521556E-07,-2.521556E-07,1.403034E-06
mug1,-0.4702017,0.7697105,0.434999,-2.521556E-07,-2.521556E-07,1.403034E-06
mug1,-0.4702017,0.7697105,0.434999,-2.521556E-07,-2.521556E-07,1.403034E-06
mug1,-0.4702017,0.7697105,0.434999,-2.521556E-07,-2.521556E-07,1.403034E-06
mug1,-0.4702017,0.7697105,0.434999,-2.521556E-07,-2.521556E-07,1.403034E-06
mug1,-0.4702017,0.7697105,0.434999,-2.521556E-07,-2.521556E-07,1.403034E-06
mug1,-0.4702017,0.7697105,0.434999,-2.521556E-07,-2.521556E-07,1.403034E-06
mug1,-0.470203,0.7697114,0.4349979,4.519945E-07,4.519945E-07,1.990966E-05
mug1,-0.4692694,0.7738062,0.4388117,0.004386033,0.004386033,-0.01032339
mug1,-0.4691131,0.7820396,0.4423145,0.002574589,0.002574589,-0.02761971
mug1,-0.4660396,0.8012073,0.4451116,0.00400814,0.00400814,-0.06523456
mug1,-0.462313,0.8107727,0.446021,0.003275527,0.003275527,-0.08436518
mug1,-0.4579508,0.8207954,0.4458948,-0.003932131,-0.003932131,-0.1074286
mug1,-0.4507785,0.8443218,0.4459296,-0.007607489,-0.007607489,-0.131732
mug1,-0.4418614,0.8556637,0.4462748,-0.006250058,-0.006250058,-0.1555546
mug1,-0.4295455,0.8635452,0.4451837,-0.001944863,-0.001944863,-0.1825489
mug1,-0.4145339,0.8961327,0.4442672,0.00096995,0.00096995,-0.2176017
mug1,-0.3957663,0.9029344,0.4446969,0.003931679,0.003931679,-0.2351176
mug1,-0.3685938,0.9411545,0.4508975,0.02198017,0.02198017,-0.249543
mug1,-0.3411977,0.9496805,0.4543784,0.03829801,0.03829801,-0.2635167
mug1,-0.3165138,0.9798173,0.4523644,0.04224081,0.04224081,-0.2871481
mug1,-0.2891798,0.9791757,0.4529317,0.05535045,0.05535045,-0.2930739
mug1,-0.2571759,0.9757928,0.4577101,0.08323015,0.08323015,-0.2932881
mug1,-0.2286535,0.9979309,0.4600267,0.1023921,0.1023921,-0.2822023
mug1,-0.202618,0.9850259,0.4596272,0.1150898,0.1150898,-0.2706757
mug1,-0.1788176,1.006617,0.4580431,0.1265094,0.1265094,-0.2665871
mug1,-0.1556722,0.9883763,0.4571406,0.1460507,0.1460507,-0.2492223
mug1,-0.1379066,0.9700502,0.4534845,0.1502552,0.1502552,-0.2189781
mug1,-0.1199764,0.9892038,0.4517718,0.1599975,0.1599975,-0.206618
mug1,-0.1032232,0.9709296,0.4527848,0.1800988,0.1800988,-0.1847805
mug1,-0.09065822,0.9430771,0.4537724,0.1921009,0.1921009,-0.1602886
mug1,-0.08153309,0.9483562,0.4553181,0.2016478,0.2016478,-0.1351166
mug1,-0.07493871,0.9284697,0.4572747,0.2041151,0.2041151,-0.1284083
mug1,-0.06291465,0.9439435,0.4629118,0.2245579,0.2245579,-0.104974
mug1,-0.05335215,0.9268067,0.4663706,0.2363724,0.2363724,-0.08989488
mug1,-0.04646148,0.9029149,0.4661513,0.2435975,0.2435975,-0.08619186
mug1,-0.03971843,0.9129362,0.4661015,0.2530625,0.2530625,-0.0869344
mug1,-0.03373457,0.8870513,0.4666676,0.2617804,0.2617804,-0.07019842
mug1,-0.0287237,0.8880253,0.4681683,0.2709742,0.2709742,-0.05078455
mug1,-0.02696915,0.8637438,0.4707531,0.2761346,0.2761346,-0.05281751
mug1,-0.02553673,0.8385087,0.4735011,0.2785305,0.2785305,-0.04763591
mug1,-0.02122834,0.8521739,0.4760295,0.2894892,0.2894892,-0.03321221
mug1,-0.01835966,0.8300447,0.4764788,0.3004851,0.3004851,-0.02496627
mug1,-0.0178023,0.7848992,0.4788273,0.3042265,0.3042265,-0.01522196
mug1,-0.01610464,0.7664769,0.4885482,0.3135159,0.3135159,0.01159249
mug1,-0.01837964,0.7730826,0.4911326,0.3154994,0.3154994,0.05725231
mug1,-0.02026026,0.7772461,0.4921488,0.3134156,0.3134156,0.08469695
