Participant ID, Condition, Ordering, Block Number, Trial Number, Trial Start Time, Start Mug Positon X, Start Mug Positon Y, Start Mug Positon Z, Pickup Hand Position X, Pickup Hand Position Y, Pickup Hand Position Z, Pickup Hand Rotation X, Pickup Hand Rotation Y, Pickup Hand Rotation Z, Pickup Time,  Drop Mug Positon X, Drop Mug Positon Y, Drop Mug Positon Z, Drop Hand Position X, Drop Hand Position Y, Drop Hand Position Z, Drop Hand Rotation X, Drop Hand Rotation Y, Drop Hand Rotation Z, Drop Time, Target Position X, Target Position Y, Target Position Z
123,VRTactile_Condition4,DACB,1,1,2023-07-21 3:38:22 PM,-0.4641039,0.7832888,0.4349932,0.1001615,-0.0238383,0.02425471,0,0,0,2023-07-21 3:38:22 PM,0.4181551,0.7834722,0.4417717,0.1001615,-0.0238383,0.02425471,0,0,0,2023-07-21 3:38:23 PM,0.4233,0.7492,0.4399
123,VRTactile_Condition4,DACB,1,2,2023-07-21 3:38:24 PM,0.4185438,0.7830602,0.4413514,0.1001615,-0.0238383,0.02425471,0,0,0,2023-07-21 3:38:24 PM,-0.04803276,0.7697597,0.439477,0.1001615,-0.0238383,0.02425471,0,0,0,2023-07-21 3:38:25 PM,0.4233,0.7492,0.4399
123,VRTactile_Condition4,DACB,1,3,2023-07-21 3:38:26 PM,-0.04825158,0.7697108,0.4393532,0.1001615,-0.0238383,0.02425471,0,0,0,2023-07-21 3:38:26 PM,0.4138055,0.784028,0.4219869,0.1001615,-0.0238383,0.02425471,0,0,0,2023-07-21 3:38:27 PM,0.4233,0.7492,0.4399
123,VRTactile_Condition4,DACB,1,4,2023-07-21 3:38:27 PM,0.4144872,0.7830947,0.4229052,0.1001615,-0.0238383,0.02425471,0,0,0,2023-07-21 3:38:27 PM,-0.0499417,0.7694967,0.4323879,0.1001615,-0.0238383,0.02425471,0,0,0,2023-07-21 3:38:28 PM,0.4233,0.7492,0.4399
123,VRTactile_Condition4,DACB,1,5,2023-07-21 3:38:29 PM,-0.04991207,0.7697126,0.4325873,0.1001615,-0.0238383,0.02425471,0,0,0,2023-07-21 3:38:29 PM,0.4136016,0.7832738,0.4302676,0.1001615,-0.0238383,0.02425471,0,0,0,2023-07-21 3:38:30 PM,0.4233,0.7492,0.4399
123,VRTactile_Condition4,DACB,2,6,2023-07-21 3:38:30 PM,0.4139321,0.7830918,0.4304616,0.1001615,-0.0238383,0.02425471,0,0,0,2023-07-21 3:38:30 PM,-0.02522457,0.7696988,0.4431867,0.1001615,-0.0238383,0.02425471,0,0,0,2023-07-21 3:38:31 PM,0.4233,0.7492,0.4399
123,VRTactile_Condition4,DACB,2,7,2023-07-21 3:38:32 PM,-0.02549048,0.7697104,0.4431319,0.1001615,-0.0238383,0.02425471,0,0,0,2023-07-21 3:38:32 PM,0.4172234,0.7831349,0.427754,0.1001615,-0.0238383,0.02425471,0,0,0,2023-07-21 3:38:33 PM,0.4233,0.7492,0.4399
123,VRTactile_Condition4,DACB,2,8,2023-07-21 3:38:33 PM,0.4169384,0.7830852,0.4280952,0.1001615,-0.0238383,0.02425471,0,0,0,2023-07-21 3:38:33 PM,0.05943649,0.776179,0.4376948,0.1001615,-0.0238383,0.02425471,0,0,0,2023-07-21 3:38:34 PM,0.4233,0.7492,0.4399
123,VRTactile_Condition4,DACB,2,9,2023-07-21 3:38:35 PM,0.06135185,0.7697113,0.4314229,0.1001615,-0.0238383,0.02425471,0,0,0,2023-07-21 3:38:35 PM,0.4063675,0.7833241,0.4415442,0.1001615,-0.0238383,0.02425471,0,0,0,2023-07-21 3:38:36 PM,0.4233,0.7492,0.4399
123,VRTactile_Condition4,DACB,2,10,2023-07-21 3:38:36 PM,0.4057941,0.7830974,0.4415432,0.1001615,-0.0238383,0.02425471,0,0,0,2023-07-21 3:38:36 PM,0.004796669,0.7698638,0.4255165,0.1001615,-0.0238383,0.02425471,0,0,0,2023-07-21 3:38:37 PM,0.4233,0.7492,0.4399
123,VRTactile_Condition1,DACB,1,1,2023-07-21 3:38:48 PM,-0.4621027,0.7832869,0.4349973,-0.4010283,0.865752,0.4136652,0.122955,0.9262506,0.1715127,2023-07-21 3:38:48 PM,0.3865071,0.8054181,0.4433374,0.3709693,0.8918346,0.3710166,0.1791177,0.5518496,-0.06557539,2023-07-21 3:38:49 PM,0.4233,0.7492,0.4399
123,VRTactile_Condition1,DACB,1,2,2023-07-21 3:38:50 PM,0.3970668,0.7832743,0.4514816,0.3812008,0.8581775,0.3963571,0.2276484,0.5467778,0.03451058,2023-07-21 3:38:50 PM,-0.4377255,0.787633,0.4426429,-0.3786043,0.9040684,0.4135892,0.2628522,0.884821,0.2402238,2023-07-21 3:38:51 PM,0.4233,0.7492,0.4399
123,VRTactile_Condition1,DACB,1,3,2023-07-21 3:38:52 PM,-0.4436214,0.7832842,0.4429521,-0.3890843,0.8727776,0.4183624,0.2252747,0.8971797,0.2416366,2023-07-21 3:38:52 PM,0.4122445,0.7838662,0.4505406,0.3867278,0.8854268,0.3773333,0.3261119,0.5463461,-0.01890099,2023-07-21 3:38:53 PM,0.4233,0.7492,0.4399
123,VRTactile_Condition1,DACB,1,4,2023-07-21 3:38:54 PM,0.412064,0.7830858,0.4490393,0.3860731,0.8727679,0.4106295,0.3172316,0.5092767,0.02533841,2023-07-21 3:38:54 PM,-0.4491842,0.7847772,0.4321976,-0.3985256,0.9103864,0.4027014,0.2934693,0.8873649,0.2336286,2023-07-21 3:38:55 PM,0.4233,0.7492,0.4399
123,VRTactile_Condition1,DACB,1,5,2023-07-21 3:38:55 PM,-0.4506698,0.7832879,0.4320718,-0.4040683,0.8589569,0.3966042,0.2207838,0.8962026,0.2529037,2023-07-21 3:38:55 PM,0.4299102,0.7846344,0.4370027,0.3958513,0.8683854,0.3829007,0.3040834,0.5500525,0.0367752,2023-07-21 3:38:57 PM,0.4233,0.7492,0.4399
123,VRTactile_Condition1,DACB,2,6,2023-07-21 3:38:57 PM,0.4311035,0.7830857,0.4384539,0.435957,0.8198734,0.3838385,0.6862915,0.3396473,0.2875901,2023-07-21 3:38:57 PM,-0.4744836,0.7837346,0.4468089,-0.4204936,0.8376143,0.4573598,0.2439883,0.6889039,0.6674796,2023-07-21 3:38:59 PM,0.4233,0.7492,0.4399
123,VRTactile_Condition1,DACB,2,7,2023-07-21 3:39:00 PM,-0.4743071,0.7832868,0.446438,-0.4246843,0.8633743,0.4135243,0.08874887,0.9869552,-0.1182636,2023-07-21 3:39:00 PM,0.4246675,0.7846607,0.4423189,0.4019617,0.8825047,0.3752341,0.03616715,0.7042701,-0.2249383,2023-07-21 3:39:01 PM,0.4233,0.7492,0.4399
123,VRTactile_Condition1,DACB,2,8,2023-07-21 3:39:02 PM,0.4255521,0.7830878,0.4433541,0.3971965,0.8570125,0.3924732,0.00986135,0.710012,-0.1824889,2023-07-21 3:39:02 PM,-0.4745901,0.783352,0.4337351,-0.4236886,0.8830088,0.396455,0.1339014,0.9755704,-0.099094,2023-07-21 3:39:03 PM,0.4233,0.7492,0.4399
123,VRTactile_Condition1,DACB,2,9,2023-07-21 3:39:04 PM,-0.4737722,0.7833115,0.4341373,-0.4266049,0.8696337,0.3960751,0.1040679,0.9742966,-0.149624,2023-07-21 3:39:04 PM,0.4173844,0.7833599,0.4432467,0.385151,0.8800347,0.3804185,-0.002918422,0.6786169,-0.2252081,2023-07-21 3:39:06 PM,0.4233,0.7492,0.4399
123,VRTactile_Condition1,DACB,2,10,2023-07-21 3:39:06 PM,0.4175972,0.783083,0.4430955,0.4180361,0.8345025,0.3902314,0.3950363,0.53434,0.07683292,2023-07-21 3:39:06 PM,-0.4562809,0.7837307,0.4386541,-0.4046504,0.8701646,0.4264895,0.2669716,0.8514176,0.294029,2023-07-21 3:39:08 PM,0.4233,0.7492,0.4399
123,VRTactile_Condition1,DACB,3,11,2023-07-21 3:39:08 PM,-0.4559906,0.7832891,0.4395444,-0.3960747,0.8536576,0.4239023,0.2927088,0.8080807,0.3898474,2023-07-21 3:39:08 PM,0.408571,0.7934586,0.4210774,0.3967907,0.8829934,0.3545966,0.4842967,0.4707193,0.02541196,2023-07-21 3:39:09 PM,0.4233,0.7492,0.4399
