Participant ID, Object Name, Position x, Position y, Position z, Rotation x, Rotation y, Rotation z, TimeStamp, Currently Being Held, Block Number, Trial Number, Condition, Ordering
33,mug1,-0.4621051,0.7833514,0.4349994,7.92115E-06,7.92115E-06,6.66745E-05,2023-07-21 2:37:17 PM,False,1,0,VRTactile_Condition1,BCAD
33,handR,0.1001615,-0.0238383,0.02425471,0,0,0,2023-07-21 2:37:17 PM,False,1,0,VRTactile_Condition1,BCAD
33,handL,-0.1001615,1.426838,0.6237453,0,0,0,2023-07-21 2:37:17 PM,False,1,0,VRTactile_Condition1,BCAD
33,mug1,-0.4621051,0.7833514,0.4349994,7.92115E-06,7.92115E-06,6.66745E-05,2023-07-21 2:37:17 PM,False,1,0,VRTactile_Condition1,BCAD
33,handR,0.1001615,-0.0238383,0.02425471,0,0,0,2023-07-21 2:37:17 PM,False,1,0,VRTactile_Condition1,BCAD
33,handL,-0.1001615,1.426838,0.6237453,0,0,0,2023-07-21 2:37:17 PM,False,1,0,VRTactile_Condition1,BCAD
33,mug1,-0.4621052,0.7833001,0.4350006,5.971805E-06,5.971805E-06,6.657872E-05,2023-07-21 2:37:17 PM,False,1,0,VRTactile_Condition1,BCAD
33,handR,0.1001615,-0.0238383,0.02425471,0,0,0,2023-07-21 2:37:17 PM,False,1,0,VRTactile_Condition1,BCAD
33,handL,-0.1001615,1.426838,0.6237453,0,0,0,2023-07-21 2:37:17 PM,False,1,0,VRTactile_Condition1,BCAD
33,mug1,-0.4621037,0.7832869,0.4350006,2.987677E-06,2.987677E-06,4.805041E-05,2023-07-21 2:37:17 PM,False,1,0,VRTactile_Condition1,BCAD
33,handR,0.1001615,-0.0238383,0.02425471,0,0,0,2023-07-21 2:37:17 PM,False,1,0,VRTactile_Condition1,BCAD
33,handL,-0.1001615,1.426838,0.6237453,0,0,0,2023-07-21 2:37:17 PM,False,1,0,VRTactile_Condition1,BCAD
33,mug1,-0.4621037,0.7832868,0.4350003,3.900551E-06,3.900551E-06,4.823429E-05,2023-07-21 2:37:17 PM,False,1,0,VRTactile_Condition1,BCAD
33,handR,0.1001615,-0.0238383,0.02425471,0,0,0,2023-07-21 2:37:17 PM,False,1,0,VRTactile_Condition1,BCAD
33,handL,-0.1001615,1.426838,0.6237453,0,0,0,2023-07-21 2:37:17 PM,False,1,0,VRTactile_Condition1,BCAD
33,mug1,-0.4621039,0.7832868,0.4350004,4.024626E-06,4.024626E-06,5.087104E-05,2023-07-21 2:37:17 PM,False,1,0,VRTactile_Condition1,BCAD
33,handR,0.1001615,-0.0238383,0.02425471,0,0,0,2023-07-21 2:37:17 PM,False,1,0,VRTactile_Condition1,BCAD
33,handL,-0.1001615,1.426838,0.6237453,0,0,0,2023-07-21 2:37:17 PM,False,1,0,VRTactile_Condition1,BCAD
33,mug1,-0.4621038,0.7832869,0.4350004,4.044534E-06,4.044534E-06,5.059122E-05,2023-07-21 2:37:17 PM,False,1,0,VRTactile_Condition1,BCAD
33,handR,0.1001615,-0.0238383,0.02425471,0,0,0,2023-07-21 2:37:17 PM,False,1,0,VRTactile_Condition1,BCAD
33,handL,-0.1001615,1.426838,0.6237453,0,0,0,2023-07-21 2:37:17 PM,False,1,0,VRTactile_Condition1,BCAD
33,mug1,-0.4621038,0.7832867,0.4350004,3.954468E-06,3.954468E-06,5.021624E-05,2023-07-21 2:37:18 PM,False,1,0,VRTactile_Condition1,BCAD
33,handR,0.1001615,-0.0238383,0.02425471,0,0,0,2023-07-21 2:37:18 PM,False,1,0,VRTactile_Condition1,BCAD
33,handL,-0.1001615,1.426838,0.6237453,0,0,0,2023-07-21 2:37:18 PM,False,1,0,VRTactile_Condition1,BCAD
33,mug1,-0.4621038,0.7832867,0.4350004,3.883379E-06,3.883379E-06,5.022127E-05,2023-07-21 2:37:18 PM,False,1,0,VRTactile_Condition1,BCAD
33,handR,0.1001615,-0.0238383,0.02425471,0,0,0,2023-07-21 2:37:18 PM,False,1,0,VRTactile_Condition1,BCAD
33,handL,-0.1001615,1.426838,0.6237453,0,0,0,2023-07-21 2:37:18 PM,False,1,0,VRTactile_Condition1,BCAD
33,mug1,-0.4621039,0.7832867,0.4350004,3.859988E-06,3.859988E-06,5.021902E-05,2023-07-21 2:37:18 PM,False,1,0,VRTactile_Condition1,BCAD
33,handR,0.1001615,-0.0238383,0.02425471,0,0,0,2023-07-21 2:37:18 PM,False,1,0,VRTactile_Condition1,BCAD
33,handL,-0.1001615,1.426838,0.6237453,0,0,0,2023-07-21 2:37:18 PM,False,1,0,VRTactile_Condition1,BCAD
33,mug1,-0.4621039,0.7832867,0.4350004,3.844244E-06,3.844244E-06,5.042435E-05,2023-07-21 2:37:18 PM,False,1,0,VRTactile_Condition1,BCAD
33,handR,0.1001615,-0.0238383,0.02425471,0,0,0,2023-07-21 2:37:18 PM,False,1,0,VRTactile_Condition1,BCAD
33,handL,-0.1001615,1.426838,0.6237453,0,0,0,2023-07-21 2:37:18 PM,False,1,0,VRTactile_Condition1,BCAD
33,mug1,-0.4621039,0.7832868,0.4350004,3.825888E-06,3.825888E-06,5.042437E-05,2023-07-21 2:37:18 PM,False,1,0,VRTactile_Condition1,BCAD
33,handR,0.1001615,-0.0238383,0.02425471,0,0,0,2023-07-21 2:37:18 PM,False,1,0,VRTactile_Condition1,BCAD
33,handL,-0.1001615,1.426838,0.6237453,0,0,0,2023-07-21 2:37:18 PM,False,1,0,VRTactile_Condition1,BCAD
33,mug1,-0.4621039,0.7832868,0.4350004,3.825888E-06,3.825888E-06,5.042437E-05,2023-07-21 2:37:18 PM,False,1,0,VRTactile_Condition1,BCAD
33,handR,0.1001615,-0.0238383,0.02425471,0,0,0,2023-07-21 2:37:18 PM,False,1,0,VRTactile_Condition1,BCAD
33,handL,-0.1001615,1.426838,0.6237453,0,0,0,2023-07-21 2:37:18 PM,False,1,0,VRTactile_Condition1,BCAD
33,mug1,-0.4621039,0.7832868,0.4350004,3.825888E-06,3.825888E-06,5.042437E-05,2023-07-21 2:37:18 PM,False,1,0,VRTactile_Condition1,BCAD
33,handR,0.1001615,-0.0238383,0.02425471,0,0,0,2023-07-21 2:37:18 PM,False,1,0,VRTactile_Condition1,BCAD
33,handL,-0.1001615,1.426838,0.6237453,0,0,0,2023-07-21 2:37:18 PM,False,1,0,VRTactile_Condition1,BCAD
33,mug1,-0.4621039,0.7832868,0.4350004,3.825888E-06,3.825888E-06,5.042437E-05,2023-07-21 2:37:18 PM,False,1,0,VRTactile_Condition1,BCAD
33,handR,0.1001615,-0.0238383,0.02425471,0,0,0,2023-07-21 2:37:18 PM,False,1,0,VRTactile_Condition1,BCAD
33,handL,-0.1001615,1.426838,0.6237453,0,0,0,2023-07-21 2:37:18 PM,False,1,0,VRTactile_Condition1,BCAD
33,mug1,-0.4621039,0.7832868,0.4350004,3.825888E-06,3.825888E-06,5.042437E-05,2023-07-21 2:37:18 PM,False,1,0,VRTactile_Condition1,BCAD
33,handR,0.1001615,-0.0238383,0.02425471,0,0,0,2023-07-21 2:37:18 PM,False,1,0,VRTactile_Condition1,BCAD
33,handL,-0.1001615,1.426838,0.6237453,0,0,0,2023-07-21 2:37:18 PM,False,1,0,VRTactile_Condition1,BCAD
33,mug1,-0.4621039,0.7832868,0.4350004,3.825888E-06,3.825888E-06,5.042437E-05,2023-07-21 2:37:18 PM,False,1,0,VRTactile_Condition1,BCAD
33,handR,0.1001615,-0.0238383,0.02425471,0,0,0,2023-07-21 2:37:18 PM,False,1,0,VRTactile_Condition1,BCAD
33,handL,-0.1001615,1.426838,0.6237453,0,0,0,2023-07-21 2:37:18 PM,False,1,0,VRTactile_Condition1,BCAD
33,mug1,-0.4621039,0.7832868,0.4350004,3.825888E-06,3.825888E-06,5.042437E-05,2023-07-21 2:37:18 PM,False,1,0,VRTactile_Condition1,BCAD
33,handR,0.1001615,-0.0238383,0.02425471,0,0,0,2023-07-21 2:37:18 PM,False,1,0,VRTactile_Condition1,BCAD
33,handL,-0.1001615,1.426838,0.6237453,0,0,0,2023-07-21 2:37:18 PM,False,1,0,VRTactile_Condition1,BCAD
33,mug1,-0.4621039,0.7832868,0.4350004,3.825888E-06,3.825888E-06,5.042437E-05,2023-07-21 2:37:18 PM,False,1,0,VRTactile_Condition1,BCAD
33,handR,0.1001615,-0.0238383,0.02425471,0,0,0,2023-07-21 2:37:18 PM,False,1,0,VRTactile_Condition1,BCAD
33,handL,-0.1001615,1.426838,0.6237453,0,0,0,2023-07-21 2:37:18 PM,False,1,0,VRTactile_Condition1,BCAD
33,mug1,-0.4621039,0.7832868,0.4350004,3.825888E-06,3.825888E-06,5.042437E-05,2023-07-21 2:37:18 PM,False,1,0,VRTactile_Condition1,BCAD
33,handR,0.1001615,-0.0238383,0.02425471,0,0,0,2023-07-21 2:37:18 PM,False,1,0,VRTactile_Condition1,BCAD
33,handL,-0.1001615,1.426838,0.6237453,0,0,0,2023-07-21 2:37:18 PM,False,1,0,VRTactile_Condition1,BCAD
