Participant ID, Object Name, Position x, Position y, Position z, Rotation x, Rotation y, Rotation z, TimeStamp, Currently Being Held, Block Number, Trial Number, Condition, Ordering
66,mug1,-0.4621027,0.783735,0.4349978,4.259056E-06,4.259056E-06,3.501083E-05,2023-10-03 11:15:30 AM,False,1,0,VRTactile_Condition1,CDBA
66,handR,0.1001615,-0.0238383,0.02425471,0,0,0,2023-10-03 11:15:30 AM,False,1,0,VRTactile_Condition1,CDBA
66,handL,-0.1001615,1.426838,0.6237453,0,0,0,2023-10-03 11:15:30 AM,False,1,0,VRTactile_Condition1,CDBA
66,mug1,-0.4621027,0.783735,0.4349978,4.259056E-06,4.259056E-06,3.501083E-05,2023-10-03 11:15:30 AM,False,1,0,VRTactile_Condition1,CDBA
66,handR,-0.03147003,0.7730952,0.1431738,0.774108,0.774108,0.3595375,2023-10-03 11:15:30 AM,False,1,0,VRTactile_Condition1,CDBA
66,handL,-0.3094337,0.8232393,0.2079113,-0.6474533,-0.6474533,-0.5722624,2023-10-03 11:15:30 AM,False,1,0,VRTactile_Condition1,CDBA
66,mug1,-0.4621049,0.7833771,0.434999,7.798427E-06,7.798427E-06,6.347502E-05,2023-10-03 11:15:30 AM,False,1,0,VRTactile_Condition1,CDBA
66,handR,-0.0312331,0.7866585,0.140451,0.7821357,0.7821357,0.3807606,2023-10-03 11:15:30 AM,False,1,0,VRTactile_Condition1,CDBA
66,handL,-0.3094324,0.82324,0.2079111,-0.6474401,-0.6474401,-0.5722864,2023-10-03 11:15:30 AM,False,1,0,VRTactile_Condition1,CDBA
66,mug1,-0.462105,0.7832934,0.4350008,5.154723E-06,5.154723E-06,6.490883E-05,2023-10-03 11:15:30 AM,False,1,0,VRTactile_Condition1,CDBA
66,handR,-0.0313185,0.8017525,0.134403,0.7907425,0.7907425,0.3977666,2023-10-03 11:15:30 AM,False,1,0,VRTactile_Condition1,CDBA
66,handL,-0.3094327,0.8232399,0.2079112,-0.6474436,-0.6474436,-0.5722829,2023-10-03 11:15:30 AM,False,1,0,VRTactile_Condition1,CDBA
66,mug1,-0.462104,0.7832877,0.4350008,3.16862E-06,3.16862E-06,5.206209E-05,2023-10-03 11:15:30 AM,False,1,0,VRTactile_Condition1,CDBA
66,handR,-0.03110867,0.8063201,0.1325488,0.7903985,0.7903985,0.4083819,2023-10-03 11:15:30 AM,False,1,0,VRTactile_Condition1,CDBA
66,handL,-0.3094324,0.8232403,0.2079112,-0.6474385,-0.6474385,-0.5722916,2023-10-03 11:15:30 AM,False,1,0,VRTactile_Condition1,CDBA
66,mug1,-0.4621036,0.7832867,0.4350004,3.190055E-06,3.190055E-06,4.644584E-05,2023-10-03 11:15:30 AM,False,1,0,VRTactile_Condition1,CDBA
66,handR,-0.03092514,0.8138934,0.1310559,0.7921171,0.7921171,0.4176519,2023-10-03 11:15:30 AM,False,1,0,VRTactile_Condition1,CDBA
66,handL,-0.3094329,0.8232398,0.2079113,-0.6474465,-0.6474465,-0.57228,2023-10-03 11:15:30 AM,False,1,0,VRTactile_Condition1,CDBA
66,mug1,-0.4621037,0.7832868,0.4350003,3.899976E-06,3.899976E-06,4.821398E-05,2023-10-03 11:15:30 AM,False,1,0,VRTactile_Condition1,CDBA
66,handR,-0.02993161,0.8206512,0.1297144,0.7922738,0.7922738,0.4204527,2023-10-03 11:15:30 AM,False,1,0,VRTactile_Condition1,CDBA
66,handL,-0.3094323,0.8232399,0.2079111,-0.6474434,-0.6474434,-0.5722898,2023-10-03 11:15:30 AM,False,1,0,VRTactile_Condition1,CDBA
66,mug1,-0.4621039,0.7832868,0.4350003,3.992683E-06,3.992683E-06,5.045819E-05,2023-10-03 11:15:30 AM,False,1,0,VRTactile_Condition1,CDBA
66,handR,-0.02884437,0.8266162,0.1283708,0.7969209,0.7969209,0.4161645,2023-10-03 11:15:30 AM,False,1,0,VRTactile_Condition1,CDBA
66,handL,-0.3094321,0.8232403,0.2079112,-0.6474339,-0.6474339,-0.5722933,2023-10-03 11:15:30 AM,False,1,0,VRTactile_Condition1,CDBA
66,mug1,-0.4621039,0.7832868,0.4350004,4.058355E-06,4.058355E-06,5.083684E-05,2023-10-03 11:15:30 AM,False,1,0,VRTactile_Condition1,CDBA
66,handR,-0.02765602,0.8296212,0.1285879,0.8001582,0.8001582,0.4071622,2023-10-03 11:15:30 AM,False,1,0,VRTactile_Condition1,CDBA
