Object Name, Position x, Position y, Position z, Rotation x, Rotation y, Rotation z, Times Picked Up, VRTactile_Condition1
mug1,-0.4621038,0.7832868,0.4350004,3.878262E-06,3.878262E-06,5.023487E-05,0
handR,0.4428523,0.8182831,0.2516265,0.4396322,0.4396322,0.1781712
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,-0.4621038,0.7832867,0.4350004,3.860689E-06,3.860689E-06,5.023188E-05,0
handR,0.4125879,0.834304,0.2489356,0.4613216,0.4613216,0.1625676
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,-0.4621039,0.7832867,0.4350004,3.859974E-06,3.859974E-06,5.042434E-05,0
handR,0.3927659,0.8410379,0.2502517,0.4826622,0.4826622,0.1611807
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,-0.4621039,0.7832868,0.4350004,3.825888E-06,3.825888E-06,5.042437E-05,0
handR,0.3750125,0.8470228,0.2526647,0.5040251,0.5040251,0.1652899
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,-0.4621039,0.7832868,0.4350004,3.825888E-06,3.825888E-06,5.042437E-05,0
handR,0.3511231,0.851863,0.2543991,0.5252904,0.5252904,0.188648
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,-0.4621039,0.7832868,0.4350004,3.825888E-06,3.825888E-06,5.042437E-05,0
handR,0.3328349,0.8556802,0.2565274,0.5364868,0.5364868,0.1908072
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,-0.4621039,0.7832868,0.4350004,3.825888E-06,3.825888E-06,5.042437E-05,0
handR,0.313369,0.8584076,0.2595809,0.5540859,0.5540859,0.1793076
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,-0.4621039,0.7832868,0.4350004,3.825888E-06,3.825888E-06,5.042437E-05,0
handR,0.2935926,0.8590752,0.2638547,0.5734608,0.5734608,0.1813026
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,-0.4621039,0.7832868,0.4350004,3.825888E-06,3.825888E-06,5.042437E-05,0
handR,0.2736779,0.8594535,0.2681412,0.5890726,0.5890726,0.1941541
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,-0.4621039,0.7832868,0.4350004,3.825888E-06,3.825888E-06,5.042437E-05,0
handR,0.2538728,0.8592402,0.2724141,0.6002597,0.6002597,0.2015361
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,-0.4621039,0.7832868,0.4350004,3.825888E-06,3.825888E-06,5.042437E-05,0
handR,0.2307104,0.8553022,0.2751138,0.60724,0.60724,0.2195998
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,-0.4621039,0.7832868,0.4350004,3.825888E-06,3.825888E-06,5.042437E-05,0
handR,0.1930996,0.8499263,0.2795419,0.639308,0.639308,0.246895
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,-0.4621039,0.7832868,0.4350004,3.825888E-06,3.825888E-06,5.042437E-05,0
handR,0.1570989,0.8442346,0.2848078,0.6540313,0.6540313,0.292378
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,-0.4621039,0.7832868,0.4350004,3.825888E-06,3.825888E-06,5.042437E-05,0
handR,0.1324013,0.8406026,0.2882594,0.6539199,0.6539199,0.3370222
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,-0.4621039,0.7832868,0.4350004,3.825888E-06,3.825888E-06,5.042437E-05,0
handR,0.1071835,0.8374255,0.2918526,0.6622292,0.6622292,0.3654678
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,-0.4621039,0.7832868,0.4350004,3.825888E-06,3.825888E-06,5.042437E-05,0
handR,0.08113618,0.8362885,0.2950498,0.6627873,0.6627873,0.4016715
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,-0.4621039,0.7832868,0.4350004,3.825888E-06,3.825888E-06,5.042437E-05,0
handR,0.04409859,0.8384837,0.2991204,0.6719375,0.6719375,0.4220334
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,-0.4621039,0.7832868,0.4350004,3.825888E-06,3.825888E-06,5.042437E-05,0
handR,0.00797753,0.8439885,0.3023362,0.6798651,0.6798651,0.4394923
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,-0.4621039,0.7832868,0.4350004,3.825888E-06,3.825888E-06,5.042437E-05,0
handR,-0.02830325,0.8518239,0.3042867,0.6879496,0.6879496,0.4606699
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,-0.4621039,0.7832868,0.4350004,3.825888E-06,3.825888E-06,5.042437E-05,0
handR,-0.06254236,0.8618085,0.3075632,0.7060301,0.7060301,0.4442493
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,-0.4621039,0.7832868,0.4350004,3.825888E-06,3.825888E-06,5.042437E-05,0
handR,-0.09613214,0.8705732,0.3118576,0.7209141,0.7209141,0.4342091
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,-0.4621039,0.7832868,0.4350004,3.825888E-06,3.825888E-06,5.042437E-05,0
handR,-0.1176632,0.8737323,0.3162743,0.7163331,0.7163331,0.4477836
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,-0.4621039,0.7832868,0.4350004,3.825888E-06,3.825888E-06,5.042437E-05,0
handR,-0.1377833,0.8741165,0.323005,0.6976221,0.6976221,0.472193
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,-0.4621039,0.7832868,0.4350004,3.825888E-06,3.825888E-06,5.042437E-05,0
handR,-0.1565028,0.8747866,0.3294986,0.6795139,0.6795139,0.4826246
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,-0.4621039,0.7832868,0.4350004,3.825888E-06,3.825888E-06,5.042437E-05,0
handR,-0.1774374,0.8738139,0.3345333,0.6713237,0.6713237,0.4982549
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,-0.4621039,0.7832868,0.4350004,3.825888E-06,3.825888E-06,5.042437E-05,0
handR,-0.1996636,0.871964,0.3382155,0.6646892,0.6646892,0.5189438
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,-0.4621039,0.7832868,0.4350004,3.825888E-06,3.825888E-06,5.042437E-05,0
handR,-0.2204363,0.8721166,0.3395317,0.6757036,0.6757036,0.5030224
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,-0.4621039,0.7832868,0.4350004,3.825888E-06,3.825888E-06,5.042437E-05,0
handR,-0.2402704,0.8736508,0.3397758,0.68717,0.68717,0.4883934
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,-0.4621039,0.7832868,0.4350004,3.825888E-06,3.825888E-06,5.042437E-05,0
handR,-0.2584667,0.8717858,0.3424759,0.6671878,0.6671878,0.5386769
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,-0.4621039,0.7832868,0.4350004,3.825888E-06,3.825888E-06,5.042437E-05,0
handR,-0.2833767,0.872852,0.3494124,0.6697947,0.6697947,0.5336362
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,-0.4621039,0.7832868,0.4350004,3.825888E-06,3.825888E-06,5.042437E-05,0
handR,-0.2951432,0.8742259,0.3557703,0.6784647,0.6784647,0.4909939
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,-0.4621039,0.7832868,0.4350004,3.825888E-06,3.825888E-06,5.042437E-05,0
handR,-0.3076248,0.8703539,0.3630107,0.6606328,0.6606328,0.514704
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,-0.4621039,0.7832868,0.4350004,3.825888E-06,3.825888E-06,5.042437E-05,0
handR,-0.3192169,0.8667356,0.3704871,0.6476608,0.6476608,0.5310273
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,-0.4621039,0.7832868,0.4350004,3.825888E-06,3.825888E-06,5.042437E-05,0
handR,-0.3285048,0.8650731,0.3769534,0.6498853,0.6498853,0.5128161
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,-0.4621039,0.7832868,0.4350004,3.825888E-06,3.825888E-06,5.042437E-05,0
handR,-0.3364593,0.8615013,0.3829782,0.6350889,0.6350889,0.5183453
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,-0.4621039,0.7832868,0.4350004,3.825888E-06,3.825888E-06,5.042437E-05,0
handR,-0.3443382,0.8601263,0.3874317,0.6337434,0.6337434,0.5270781
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,-0.4621039,0.7832868,0.4350004,3.825888E-06,3.825888E-06,5.042437E-05,0
handR,-0.3494985,0.8623874,0.3892216,0.6441724,0.6441724,0.5171371
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,-0.4621039,0.7832868,0.4350004,3.825888E-06,3.825888E-06,5.042437E-05,0
handR,-0.3595869,0.8625475,0.3937336,0.6475332,0.6475332,0.5066859
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,-0.4621039,0.7832868,0.4350004,3.825888E-06,3.825888E-06,5.042437E-05,0
handR,-0.3707616,0.8615092,0.3961734,0.6509585,0.6509585,0.5064287
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,-0.4621039,0.7832868,0.4350004,3.825888E-06,3.825888E-06,5.042437E-05,0
handR,-0.3821543,0.8600807,0.3982933,0.6536723,0.6536723,0.5048614
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,-0.4621039,0.7832868,0.4350004,3.825888E-06,3.825888E-06,5.042437E-05,0
handR,-0.388619,0.8599732,0.398966,0.6555989,0.6555989,0.5073078
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,-0.4621039,0.7832868,0.4350004,3.825888E-06,3.825888E-06,5.042437E-05,0
handR,-0.3873323,0.8596692,0.3989686,0.6491989,0.6491989,0.5113099
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,-0.4621039,0.7832868,0.4350004,3.825888E-06,3.825888E-06,5.042437E-05,0
handR,-0.3962989,0.8550139,0.4025821,0.6366402,0.6366402,0.5268242
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,-0.4621039,0.7832868,0.4350004,3.825888E-06,3.825888E-06,5.042437E-05,0
handR,-0.4004987,0.850867,0.4030482,0.6328442,0.6328442,0.5451549
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,-0.4621039,0.7832868,0.4350004,3.825888E-06,3.825888E-06,5.042437E-05,0
handR,-0.4043102,0.8494245,0.4041279,0.6328807,0.6328807,0.5463188
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,-0.4621039,0.7832868,0.4350004,3.825888E-06,3.825888E-06,5.042437E-05,0
handR,-0.4059746,0.8477178,0.4048426,0.6346225,0.6346225,0.5427495
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,-0.4621039,0.7832868,0.4350004,3.825888E-06,3.825888E-06,5.042437E-05,0
handR,-0.4087557,0.8417026,0.4042867,0.6327924,0.6327924,0.552686
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,-0.4621039,0.7832868,0.4350004,3.825888E-06,3.825888E-06,5.042437E-05,0
handR,-0.4117972,0.8385366,0.4049733,0.6350061,0.6350061,0.5471148
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,-0.4621039,0.7832868,0.4350004,3.825888E-06,3.825888E-06,5.042437E-05,0
handR,-0.4095062,0.8407087,0.4054144,0.6458899,0.6458899,0.5285952
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,-0.4621039,0.7832868,0.4350004,3.825888E-06,3.825888E-06,5.042437E-05,0
handR,-0.4072248,0.8423086,0.4061328,0.6366724,0.6366724,0.5464224
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,-0.4621039,0.7832868,0.4350004,3.825888E-06,3.825888E-06,5.042437E-05,0
handR,-0.4043739,0.8431706,0.4068763,0.6388122,0.6388122,0.541649
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,-0.4621039,0.7832868,0.4350004,3.825888E-06,3.825888E-06,5.042437E-05,0
handR,-0.3991778,0.8451746,0.4107185,0.6514047,0.6514047,0.5102696
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,-0.4621039,0.7832868,0.4350004,3.825888E-06,3.825888E-06,5.042437E-05,0
handR,-0.3963765,0.8463431,0.4113764,0.6442557,0.6442557,0.5229599
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,-0.4621027,0.7832869,0.4349976,6.236394E-06,6.236394E-06,3.41055E-05,1
handR,-0.3908719,0.8477575,0.4126717,0.6308903,0.6308903,0.5397688
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,-0.4577718,0.7833561,0.4356992,0.001700487,0.001700487,0.00297419,1
handR,-0.3881007,0.8490226,0.4123189,0.6344779,0.6344779,0.5326148
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,-0.4545308,0.7867578,0.437258,-0.000981794,-0.000981794,-0.01123184,1
handR,-0.3821608,0.8534036,0.4127314,0.6378205,0.6378205,0.5335038
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,-0.4503132,0.7869457,0.4404642,0.004974826,0.004974826,-0.009387632,1
handR,-0.3772768,0.856041,0.4140961,0.6342971,0.6342971,0.532163
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,-0.4452446,0.7877849,0.4429166,0.01638298,0.01638298,-0.008738845,1
handR,-0.3713558,0.8584678,0.4157031,0.6255389,0.6255389,0.534053
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,-0.4408822,0.7906451,0.4441957,0.02085001,0.02085001,-0.01793564,1
handR,-0.3656519,0.8620301,0.4161928,0.618822,0.618822,0.5374327
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,-0.4397254,0.7930521,0.4425611,0.01208699,0.01208699,-0.02411559,1
handR,-0.3628279,0.8647607,0.4162617,0.6175097,0.6175097,0.5463049
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,-0.4392385,0.7926854,0.4424145,0.006693468,0.006693468,-0.01404996,1
handR,-0.3627102,0.8660274,0.415931,0.6264064,0.6264064,0.5398715
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,-0.4360019,0.7939668,0.4436529,0.01037232,0.01037232,-0.02652547,1
handR,-0.3580729,0.8702139,0.4159934,0.6216212,0.6216212,0.5428249
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,-0.4335584,0.7957348,0.4420592,0.01653821,0.01653821,-0.04397355,1
handR,-0.3540614,0.873271,0.4142971,0.6109989,0.6109989,0.5509402
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,-0.4295662,0.8091084,0.4384235,0.01665729,0.01665729,-0.0656693,1
handR,-0.3484728,0.8774911,0.4113637,0.6040322,0.6040322,0.559736
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,-0.4257703,0.7959378,0.4341813,0.01890191,0.01890191,-0.08300404,1
handR,-0.3408928,0.8806025,0.4082576,0.5849374,0.5849374,0.5804116
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,-0.4174417,0.8118963,0.4277098,0.01372185,0.01372185,-0.1179528,1
handR,-0.3307762,0.8851464,0.404204,0.5701805,0.5701805,0.5995885
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,-0.4076107,0.8294984,0.4232745,0.007744608,0.007744608,-0.1410386,1
handR,-0.3200687,0.8893215,0.400592,0.5673407,0.5673407,0.6056429
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,-0.3956342,0.8232715,0.4210093,0.002999177,0.002999177,-0.1424228,1
handR,-0.3072782,0.8936183,0.3974209,0.5754981,0.5754981,0.5998313
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,-0.3781679,0.8407489,0.41987,0.002015788,0.002015788,-0.1463513,1
handR,-0.2906359,0.8970827,0.3945857,0.586493,0.586493,0.5869707
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,-0.3584053,0.8284814,0.4187156,0.008839681,0.008839681,-0.1442749,1
handR,-0.2708083,0.8982769,0.3924071,0.5821297,0.5821297,0.586287
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,-0.3370183,0.8459915,0.4168131,0.006677273,0.006677273,-0.1597144,1
handR,-0.2489638,0.8987553,0.3906211,0.580538,0.580538,0.5881973
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,-0.3094943,0.8127069,0.4202235,0.01535167,0.01535167,-0.1378526,1
handR,-0.2226514,0.8981794,0.3912261,0.5887821,0.5887821,0.5725078
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,-0.2721022,0.8259931,0.4242555,0.03042193,0.03042193,-0.1350794,1
handR,-0.1870496,0.897789,0.3924833,0.5868492,0.5868492,0.5617971
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,-0.2375949,0.8235674,0.4320264,0.05599744,0.05599744,-0.1352889,1
handR,-0.1542,0.8954028,0.3967059,0.572738,0.572738,0.5553021
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,-0.1939576,0.8387338,0.43848,0.08196416,0.08196416,-0.14533,1
handR,-0.111943,0.892724,0.4001957,0.552637,0.552637,0.5539507
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,-0.1599529,0.8213692,0.4425583,0.1102295,0.1102295,-0.1386554,1
handR,-0.08004767,0.8889351,0.4016052,0.5321594,0.5321594,0.5514495
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,-0.1260886,0.8020089,0.4456823,0.1361113,0.1361113,-0.116349,1
handR,-0.04987587,0.8861808,0.4013379,0.5256408,0.5256408,0.5350336
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,-0.09371512,0.8150613,0.4486948,0.1607448,0.1607448,-0.1082457,1
handR,-0.02105528,0.884631,0.4005882,0.5193356,0.5193356,0.5170322
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,-0.06437992,0.7998189,0.450168,0.1759728,0.1759728,-0.09882636,1
handR,0.006126041,0.8848485,0.3994474,0.5164441,0.5164441,0.5044997
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,-0.03270398,0.8060986,0.4547352,0.1974111,0.1974111,-0.09025515,1
handR,0.0339858,0.8895026,0.398799,0.5198724,0.5198724,0.4759565
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,0.01411605,0.8297286,0.4601771,0.2338231,0.2338231,-0.08147763,1
handR,0.07493281,0.893706,0.3985993,0.5099975,0.5099975,0.445383
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,0.04271005,0.8177129,0.4622412,0.2575051,0.2575051,-0.08172294,1
handR,0.1010961,0.8970494,0.398126,0.4927729,0.4927729,0.4377745
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,0.06988573,0.8043948,0.4638382,0.2763765,0.2763765,-0.07377515,1
handR,0.125294,0.9010878,0.3973154,0.4844607,0.4844607,0.4245234
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,0.09805791,0.811922,0.4651038,0.3019587,0.3019587,-0.06079653,1
handR,0.1482069,0.906167,0.3950958,0.4785334,0.4785334,0.3987789
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,0.1386775,0.8365749,0.46565,0.3413881,0.3413881,-0.06637477,1
handR,0.1835207,0.9113538,0.3921427,0.4502425,0.4502425,0.381264
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,0.1645275,0.8201078,0.4643749,0.367056,0.367056,-0.05977863,1
handR,0.2050177,0.915795,0.3882512,0.4355043,0.4355043,0.3635872
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,0.1941319,0.8269624,0.4621893,0.3990299,0.3990299,-0.03243965,1
handR,0.2255131,0.9209431,0.3822047,0.4340687,0.4340687,0.3174145
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,0.2331245,0.8288085,0.4571836,0.4360125,0.4360125,-0.01558223,1
handR,0.2561025,0.9240469,0.3747176,0.4163229,0.4163229,0.2826349
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,0.2693965,0.8501959,0.4530284,0.4688668,0.4688668,-0.006888055,1
handR,0.2850753,0.9252819,0.3689983,0.3978697,0.3978697,0.2532929
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,0.2907038,0.8278717,0.4493922,0.4868101,0.4868101,-0.003817163,1
handR,0.3034887,0.9232849,0.3652228,0.3804241,0.3804241,0.2465364
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,0.3098929,0.8243203,0.4443471,0.5091535,0.5091535,-0.01718977,1
handR,0.3209132,0.9182179,0.3602653,0.3507289,0.3507289,0.2489715
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,0.3353828,0.8356858,0.4390275,0.5319523,0.5319523,-0.04468424,1
handR,0.3455553,0.9130469,0.3543441,0.3162984,0.3162984,0.2546762
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,0.3388278,0.7987717,0.439112,0.5116046,0.5116046,-0.04855208,1
handR,0.3544897,0.9066913,0.3558819,0.3233883,0.3233883,0.281473
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,0.3597096,0.8115551,0.4366635,0.5143141,0.5143141,-0.02957661,1
handR,0.3728509,0.9022405,0.3545671,0.328741,0.328741,0.2706271
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,0.3768941,0.844771,0.4350209,0.5330153,0.5330153,-0.009133022,1
handR,0.3845155,0.9004265,0.3525404,0.3271204,0.3271204,0.2393588
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,0.38872,0.8363621,0.4337046,0.5455275,0.5455275,-0.0116339,1
handR,0.3954949,0.89683,0.3514748,0.3111037,0.3111037,0.2382337
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,0.3970354,0.8243414,0.4330042,0.5546851,0.5546851,-0.02753415,1
handR,0.4051939,0.8926281,0.3506972,0.2909591,0.2909591,0.2482955
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,0.4045244,0.814968,0.4325459,0.5658624,0.5658624,-0.03366356,1
handR,0.4109171,0.8888561,0.350104,0.277233,0.277233,0.2456199
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,0.4126472,0.8129928,0.4317382,0.5706811,0.5706811,-0.04737904,1
handR,0.4196824,0.8822441,0.3502204,0.2598462,0.2598462,0.259023
handL,-0.03650526,-0.01676178,-0.06186581,-0.450967,-0.450967,0.4447567
mug1,0.4106348,0.7995934,0.432465,0.5684115,0.5684115,-0.05238662,1
