Object Name, Position x, Position y, Position z, Rotation x, Rotation y, Rotation z, TimeStamp, Currently Being Held, Block Number, Trial Number, VRTactile_Condition4,DACB
handTR,0.0987255,-0.02064967,0.0006196165,0,0,0,2023-06-22 4:22:49 PM
handTL,-0.0987255,0.02064967,-0.0006196165,0,0,0,2023-06-22 4:22:49 PM
mug2,0.04,1.452,0.656,0.7306831,0.7306831,0.5926843,2023-06-22 4:22:49 PM
mug1,-0.4641014,0.7849795,0.4349976,8.11773E-07,8.11773E-07,1.850923E-05,2023-06-22 4:22:49 PM,False,0,0
handTR,0.0987255,-0.02064967,0.0006196165,0,0,0,2023-06-22 4:22:49 PM
handTL,-0.0987255,0.02064967,-0.0006196165,0,0,0,2023-06-22 4:22:49 PM
mug2,0.0001021028,-0.03236043,-0.1160259,-0.5149568,-0.5149568,-0.1926095,2023-06-22 4:22:49 PM
mug1,-0.4641039,0.7836273,0.4349934,5.462574E-06,5.462574E-06,5.049135E-05,2023-06-22 4:22:49 PM,False,0,0
handTR,0.0987255,-0.02064967,0.0006196165,0,0,0,2023-06-22 4:22:49 PM
handTL,-0.0987255,0.02064967,-0.0006196165,0,0,0,2023-06-22 4:22:49 PM
mug2,0.0001021028,-0.03236043,-0.1160259,-0.5149568,-0.5149568,-0.1926095,2023-06-22 4:22:49 PM
mug1,-0.4641051,0.7833003,0.4349912,1.008401E-05,1.008401E-05,6.581315E-05,2023-06-22 4:22:49 PM,False,0,0
handTR,0.0987255,-0.02064967,0.0006196165,0,0,0,2023-06-22 4:22:49 PM
handTL,-0.0987255,0.02064967,-0.0006196165,0,0,0,2023-06-22 4:22:49 PM
mug2,0.0001021028,-0.03236043,-0.1160259,-0.5149568,-0.5149568,-0.1926095,2023-06-22 4:22:49 PM
mug1,-0.4641037,0.783289,0.4349937,5.55755E-06,5.55755E-06,4.748799E-05,2023-06-22 4:22:49 PM,False,0,0
handTR,0.0987255,-0.02064967,0.0006196165,0,0,0,2023-06-22 4:22:49 PM
handTL,-0.0987255,0.02064967,-0.0006196165,0,0,0,2023-06-22 4:22:49 PM
mug2,0.0001021028,-0.03236043,-0.1160259,-0.5149568,-0.5149568,-0.1926095,2023-06-22 4:22:49 PM
mug1,-0.4641035,0.7832884,0.4349939,5.281895E-06,5.281895E-06,4.529456E-05,2023-06-22 4:22:49 PM,False,0,0
handTR,0.0987255,-0.02064967,0.0006196165,0,0,0,2023-06-22 4:22:49 PM
handTL,-0.0987255,0.02064967,-0.0006196165,0,0,0,2023-06-22 4:22:49 PM
mug2,0.0001021028,-0.03236043,-0.1160259,-0.5149568,-0.5149568,-0.1926095,2023-06-22 4:22:49 PM
mug1,-0.4641038,0.7832887,0.4349934,6.362275E-06,6.362275E-06,4.892688E-05,2023-06-22 4:22:49 PM,False,0,0
handTR,0.0987255,-0.02064967,0.0006196165,0,0,0,2023-06-22 4:22:49 PM
